term	definition	term_links
Nom propre	Nom qui désigne généralement quelque chose d’unique, et prend normalement une majuscule. Il s’agit surtout de marques déposées ([Honda](https://fr.wikipedia.org/wiki/Honda), [Microsoft](https://fr.wikipedia.org/wiki/Microsoft)), de noms et de prénoms ([Emmanuelle](https://fr.wiktionary.org/wiki/Emmanuelle), [Béart](https://fr.wiktionary.org/wiki/Béart), [Confucius](https://fr.wiktionary.org/wiki/Confucius)) ou de [toponymes](https://fr.wiktionary.org/wiki/toponyme) ([Belgique](https://fr.wiktionary.org/wiki/Belgique), [Londres](https://fr.wiktionary.org/wiki/Londres), [Delaware](https://fr.wiktionary.org/wiki/Delaware)).	https://fr.wiktionary.org/wiki/nom_propre
Nom collectif	Nom au singulier qui désigne un ensemble de référents.	https://fr.wiktionary.org/wiki/nom_collectif
Objet	Nom ou locution nominale qui est l’objet de la phrase, en opposition avec le [sujet](#S) de la phrase. Dans la phrase _Albert connaît Béatrice_, Albert est le sujet et Béatrice est l’objet. [Objet indirect](https://fr.wiktionary.org/wiki/objet_indirect) et [objet direct](https://fr.wiktionary.org/wiki/objet_direct) : Un objet indirect est un objet lié au sujet avec une [préposition](#P), alors que s’il n’y a pas de préposition, c’est normalement un objet direct. Dans la phrase _Albert donne le bracelet à Christine_, Albert est le sujet, le bracelet est l’objet direct et Christine est l’objet indirect (**à** Christine).	https://fr.wiktionary.org/wiki/objet
Objet	[Objet](https://fr.wiktionary.org/wiki/objet) et [oblique](https://fr.wiktionary.org/wiki/oblique) : Un objet fait partie de la [valence](https://fr.wiktionary.org/wiki/valence) du verbe tandis que le complément oblique n’en fait pas partie. L’oblique n’est pas obligatoire.	https://fr.wiktionary.org/wiki/objet
Obsolète	[Obsolète](https://fr.wiktionary.org/wiki/obsolète) → voir [désuet](#désuet).	https://fr.wiktionary.org/wiki/obsolète
Objet indirect	[Objet indirect](https://fr.wiktionary.org/wiki/objet_indirect) et [objet direct](https://fr.wiktionary.org/wiki/objet_direct) : Un objet indirect est un objet lié au sujet avec une [préposition](#P), alors que s’il n’y a pas de préposition, c’est normalement un objet direct. Dans la phrase _Albert donne le bracelet à Christine_, Albert est le sujet, le bracelet est l’objet direct et Christine est l’objet indirect (**à** Christine).	https://fr.wiktionary.org/wiki/objet_indirect
analogie	Par [analogie](https://fr.wiktionary.org/wiki/analogie) (sens) : Sens attribué suite à un raisonnement fondé sur les ressemblances ou les rapports d’une chose avec une autre.	https://fr.wiktionary.org/wiki/analogie
Par extension	[Par extension](https://fr.wiktionary.org/wiki/par_extension) (sens) : Sens attribué suite à un élargissement du champ lexical originel d’un mot. Se situe entre le [sens propre](#propre) et le [sens figuré](#figuré). En français, dans _l’éclat de la lumière_, le mot éclat est employé au sens propre ; dans _l’éclat de la vertu_, le mot éclat a un sens figuré ; tandis que dans _l’éclat du son_, c’est par extension que le mot éclat est transporté, du sens de la vue, auquel il est propre, au sens de l’ouïe, auquel il n’appartient qu’improprement.	https://fr.wiktionary.org/wiki/par_extension
Parfait	Temps verbal qui décrit une action une fois dans le passé. À comparer avec l’[imparfait](#I).	https://fr.wiktionary.org/wiki/parfait
Paronyme	Mot qui présente avec un autre mot une ressemblance, une proximité phonétique (ex. : _conjecture_ et _conjoncture_ sont des paronymes).	https://fr.wiktionary.org/wiki/paronyme
Participe passé	Participe d’un verbe, souvent utilisé avec un verbe auxiliaire tel que « [avoir](https://fr.wiktionary.org/wiki/avoir) » en français pour former le passé composé.	https://fr.wiktionary.org/wiki/participe_passé
Participe présent	Participe d’un verbe qui décrit une action continue. En français, [_jouant_](https://fr.wiktionary.org/wiki/jouant) est le participe présent de [_jouer_](https://fr.wiktionary.org/wiki/jouer).	https://fr.wiktionary.org/wiki/participe_présent
particulier	En [particulier](https://fr.wiktionary.org/wiki/particulier) (sens) : Indique qu’un sens est un cas particulier du sens plus général qui le précède.	https://fr.wiktionary.org/wiki/particulier
Passé composé	Temps verbal qui emploie le participe passé et un verbe auxiliaire tel que « [avoir](https://fr.wiktionary.org/wiki/avoir) » en français, et qui décrit une action faite une fois dans le passé.	https://fr.wiktionary.org/wiki/passé_composé
Passé simple	Temps verbal qui indique une action faite une fois dans le passé, et qui n’a pas de lien avec le présent (surtout en parlant du français).	https://fr.wiktionary.org/wiki/passé_simple
Passif	Verbe utilisé à la forme passive, c’est-à-dire qui présente l’action comme subie par le sujet, au lieu d’être faite par lui.	https://fr.wiktionary.org/wiki/passif
Péjoratif	Qui donne un sens défavorable ; contraire de [mélioratif](#M).	https://fr.wiktionary.org/wiki/péjoratif
Perfectif	Se dit des verbes décrivant une action achevée ou unique. Existe surtout dans les langues slaves. → voir [imperfectif](#imperfectif).	https://fr.wiktionary.org/wiki/perfectif
Pléonasme	Qui redouble une expression pour la renforcer.	https://fr.wiktionary.org/wiki/pléonasme
Plurale tantum	Se dit d’un nom ou d’une locution qui s’emploie uniquement au pluriel. Le Wiktionnaire utilise plutôt l’expression « au pluriel uniquement » → voir [singulare tantum](#singulare_tantum).	https://fr.wiktionary.org/wiki/plurale_tantum
Pluriel	Cas utilisé lorsqu’il y a plusieurs choses. En français, _les chaises_ est le pluriel de _la chaise_ → voir [singulier](#singulier) et [duel](#duel).	https://fr.wiktionary.org/wiki/pluriel
Poétique	Employé en [poésie](https://fr.wiktionary.org/wiki/poésie).	https://fr.wiktionary.org/wiki/poétique
Populaire	Vocabulaire du [registre populaire](https://fr.wiktionary.org/wiki/registre_populaire).	https://fr.wiktionary.org/wiki/populaire
Préposition	Mot qui indique la position d’un objet relatif à un autre objet. En français, [_de_](https://fr.wiktionary.org/wiki/de), [_à_](https://fr.wiktionary.org/wiki/à), [_sur_](https://fr.wiktionary.org/wiki/sur), [_dans_](https://fr.wiktionary.org/wiki/dans) et [_sous_](https://fr.wiktionary.org/wiki/sous) sont des prépositions.	https://fr.wiktionary.org/wiki/préposition
Présent	Temps verbal qui indique ce qui se passe maintenant, aujourd’hui.	https://fr.wiktionary.org/wiki/présent
Prétérit	Temps verbal qui indique une action faite une fois dans le passé ou il y a longtemps. Équivalent du [passé simple](https://fr.wiktionary.org/wiki/passé_simple) en français.	https://fr.wiktionary.org/wiki/prétérit
Pronominal	Se dit d’un verbe qui, parfois ou toujours, est accompagné d’un pronom personnel réfléchi (me, te, se, nous, vous, se) de la même personne que le pronom sujet (je, tu, il/elle / on, nous, vous, ils/elles).	https://fr.wiktionary.org/wiki/pronominal
Propre	[Propre](https://fr.wiktionary.org/wiki/propre) (sens) : Au sens strict. Contraire de [figuré](#F).	https://fr.wiktionary.org/wiki/propre
Rare	Vocabulaire peu [usité](https://fr.wiktionary.org/wiki/usité). Dans les cas où aucune étude sur un corpus n’est accessible, la rareté ne peut être appréciée qu’intuitivement ou qu’approximativement à partir du [corpus](https://fr.wiktionary.org/wiki/corpus) accessible (c’est-à-dire essentiellement _Internet_). [_Rare_](https://fr.wiktionary.org/wiki/Modèle:rare) : Se dit d’un mot peu [usité](https://fr.wiktionary.org/wiki/usité), mais dont on trouve de nombreuses [attestations](https://fr.wiktionary.org/wiki/attestation) de diverses sources. [_Très rare_](https://fr.wiktionary.org/wiki/Modèle:très_rare) : Se dit d’un mot très peu [usité](https://fr.wiktionary.org/wiki/usité), dont on a trouvé moins d’une centaine environ d’utilisations dans le [corpus](https://fr.wiktionary.org/wiki/corpus) accessible. [_Extrêmement rare_](https://fr.wiktionary.org/wiki/Modèle:extrêmement_rare) : Se dit d’un mot dont on n’a trouvé que très peu d’utilisations dans le [corpus](https://fr.wiktionary.org/wiki/corpus) accessible (moins d’une quinzaine), qu’elles ont toutes valeur d’attestations sans discrimination d’origine, c’est-à-dire provenant éventuellement de blogues et forums Internet. Il peut être utile ici de préciser que le projet Wiktionnaire relève de la lexicographie descriptive. Description des attestations constatées aussi bien que description des points de vue normatifs (Académie française, recommandations, etc.). [_Hapax_](https://fr.wiktionary.org/wiki/Modèle:hapax) : Se dit d’un mot dont on n’a trouvé qu’une seule utilisation dans le [corpus](https://fr.wiktionary.org/wiki/corpus). Cette qualification relève des lexicographes et doit être référencée.	https://fr.wiktionary.org/wiki/rare
Réciproque	Se dit d’un verbe qui exprime l’action réciproque de plusieurs objets les uns sur les autres, comme dans cette phrase : _Ces deux propositions se contredisent._	https://fr.wiktionary.org/wiki/réciproque
Réfléchi	[Réfléchi](https://fr.wiktionary.org/wiki/réfléchi), [réflexif](https://fr.wiktionary.org/wiki/réflexif) : Se dit d’un verbe dont le sujet et l’objet sont la même entité.	https://fr.wiktionary.org/wiki/réfléchi
Régional	Tournure, mot, ou sens d’un mot, expression propres à une [région](https://fr.wiktionary.org/wiki/région).	https://fr.wiktionary.org/wiki/régional
Registre vulgaire	Niveau de registre de langue dans lequel on emploie des formes et un vocabulaire crus, grossiers, orduriers, obscènes.	https://fr.wiktionary.org/wiki/registre_vulgaire
Relevé	Vocabulaire du [registre relevé](https://fr.wiktionary.org/wiki/registre_relevé).	https://fr.wiktionary.org/wiki/relevé
Russisme	Mot ou sens d’un mot provenant du russe.	https://fr.wiktionary.org/wiki/russisme
Rare	Se dit d’un mot peu [usité](https://fr.wiktionary.org/wiki/usité), mais dont on trouve de nombreuses [attestations](https://fr.wiktionary.org/wiki/attestation) de diverses sources.	https://fr.wiktionary.org/wiki/Modèle:rare
Très rare	Se dit d’un mot très peu [usité](https://fr.wiktionary.org/wiki/usité), dont on a trouvé moins d’une centaine environ d’utilisations dans le [corpus](https://fr.wiktionary.org/wiki/corpus) accessible.	https://fr.wiktionary.org/wiki/Modèle:très_rare
Extrêmement rare	Se dit d’un mot dont on n’a trouvé que très peu d’utilisations dans le [corpus](https://fr.wiktionary.org/wiki/corpus) accessible (moins d’une quinzaine), qu’elles ont toutes valeur d’attestations sans discrimination d’origine, c’est-à-dire provenant éventuellement de blogues et forums Internet. Il peut être utile ici de préciser que le projet Wiktionnaire relève de la lexicographie descriptive. Description des attestations constatées aussi bien que description des points de vue normatifs (Académie française, recommandations, etc.).	https://fr.wiktionary.org/wiki/Modèle:extrêmement_rare
Hapax	Se dit d’un mot dont on n’a trouvé qu’une seule utilisation dans le [corpus](https://fr.wiktionary.org/wiki/corpus). Cette qualification relève des lexicographes et doit être référencée.	https://fr.wiktionary.org/wiki/Modèle:hapax
Sic	Adverbe latin voulant dire « ainsi » et ici « textuellement ». S’utilise quand on cite une phrase qui contient, volontairement ou non, une erreur ou un [archaïsme](https://fr.wiktionary.org/wiki/archaïsme). Par exemple dans une phrase tel « _Les voies du saigneur [sic] sont impénétrables !_ », [_Saigneur_](https://fr.wiktionary.org/wiki/saigneur) fait diverger significativement l’énoncé de celui de la locution qui emploie le terme homophone [_seigneur_](https://fr.wiktionary.org/wiki/seigneur) pour signifier [les voies de Dieu sont impénétrables](https://fr.wiktionary.org/wiki/les_voies_de_Dieu_sont_impénétrables).	https://fr.wiktionary.org/wiki/sic
Sigle	[Abréviation](#A) composée des lettres initiales des mots d’une [locution](#L). Exemple : [_SNCF_](https://fr.wiktionary.org/wiki/SNCF) (Société Nationale des Chemins de fer Français). Lorsque le sigle peut être prononcé sans l’épeler, le Wiktionnaire qualifiera plutôt le mot d’[_acronyme_](#A), plus précis.	https://fr.wiktionary.org/wiki/sigle
Singulare tantum	Se dit d’un nom ou d’une locution qui s’emploie uniquement au singulier. Le Wiktionnaire utilise plutôt l’expression « au singulier uniquement » → voir [plurale tantum](#plurale_tantum).	https://fr.wiktionary.org/wiki/singulare_tantum
Singulier	Se dit d’un nom qui est seul, dont il n’y a qu’un exemplaire. → voir [pluriel](#pluriel) et [duel](#duel).	https://fr.wiktionary.org/wiki/singulier
Solécisme	Faute de [syntaxe](https://fr.wiktionary.org/wiki/syntaxe), tournure qui s’écarte de la norme grammaticale admise. _Le chien à Paul_ (au lieu de _le chien de Paul_) est un solécisme. Pour rester neutre, ce jugement de l’usage doit être attribué à des références linguistiques, sans être pris à son compte par le Wiktionnaire.	https://fr.wiktionary.org/wiki/solécisme
Soutenu	Vocabulaire du [registre soutenu](https://fr.wiktionary.org/wiki/registre_soutenu). S’oppose à familier.	https://fr.wiktionary.org/wiki/soutenu
Standard	Vocabulaire du [registre standard](https://fr.wiktionary.org/wiki/registre_standard). C’est le cas par défaut, qui n’est usuellement pas indiqué.	https://fr.wiktionary.org/wiki/standard
Statif	Verbe utilisé à la forme stative, c’est-à-dire qui présente un état du sujet, au lieu d’être une action faite ou subie par lui, par exemple : _Ce vase est brisé._	https://fr.wiktionary.org/wiki/statif
Subjonctif	Mode qui exprime la dépendance, la tension psychologique (volonté, sentiment) ou la subjectivité (doute, incertitude).	https://fr.wiktionary.org/wiki/subjonctif
Sublime	Vocabulaire du [registre sublime](https://fr.wiktionary.org/wiki/registre_sublime) ou [littéraire](https://fr.wiktionary.org/wiki/registre_littéraire). → voir [Soutenu](#S).	https://fr.wiktionary.org/wiki/sublime
Substantif	[Substantif](https://fr.wiktionary.org/wiki/substantif) → voir [nom](#nom).	https://fr.wiktionary.org/wiki/substantif
Substantivation	utilisation d’un mot (souvent un [adjectif](#adjectif)) comme un [nom commun](#nom). Cela se fait généralement en actualisant le mot par un [déterminant](#déterminant).	https://fr.wiktionary.org/wiki/substantif
Superlatif	Déclinaison d’un adjectif qui indique « le plus ». En anglais, _China has the biggest army in the world_ (« La Chine a la **plus grande** armée au monde »).	https://fr.wiktionary.org/wiki/superlatif
Supplétif	La [supplétion](https://fr.wiktionary.org/wiki/supplétion) est l’utilisation historiquement introduite et maintenant obligatoire d’une forme étymologiquement différente dans un paradigme. Par exemple l’utilisation des formes _irai_, _iras_, _ira_, _irons_, _irez_ et _iront_, toutes issues du latin _ire_, comme futur du verbe _aller_, lui-même issu du latin _ambulare_.	https://fr.wiktionary.org/wiki/supplétif
Synérèse	Lorsqu’un mot présente la particularité d’avoir une prononciation de deux syllabes accolées en une seule → voir [_synérèse_](https://fr.wiktionary.org/wiki/synérèse).	https://fr.wiktionary.org/wiki/synérèse
Synonyme	Mot différent ayant un sens identique.	https://fr.wiktionary.org/wiki/synonyme
Transcription	Notation d’un flux de parole, notamment en alphabet phonétique international.	https://fr.wiktionary.org/wiki/transcription
Translittération	Écriture d’un mot d’une langue à l’aide du système d’écriture d’une autre langue.	https://fr.wiktionary.org/wiki/translittération
Transitif	[Transitif](https://fr.wiktionary.org/wiki/transitif), [transitivité](https://fr.wiktionary.org/wiki/transitivité) : Se dit d’un verbe suivi d’un [complément d’objet direct](https://fr.wiktionary.org/wiki/complément_d’objet_direct) ou [indirect](https://fr.wiktionary.org/wiki/complément_d’objet_indirect) ou des deux. Par exemple, [_élever_](https://fr.wiktionary.org/wiki/élever) doit normalement être suivi d’un complément d’objet direct : _j’élève mes enfants_. → voir [intransitif](#intransitif).	https://fr.wiktionary.org/wiki/transitif
Troponyme	Se dit d’un verbe qui a un sens plus spécifique qu’un autre.	https://fr.wiktionary.org/wiki/troponyme
lapsus	Usage avéré : Pratique de la langue telle que constatable de manière empirique dans son homogénéité synchronique et telle qu’elle se réalise dans l’emploi spontané de ses locutaires effectifs. Contrairement à l’[usage standard](#usage_standard), cette conception intègre toutes les pratiques, y compris celles de formulations résultant de [lapsus](https://fr.wiktionary.org/wiki/lapsus#fr) ou de lacunes des standards ou autres us et coutumes.	https://fr.wiktionary.org/wiki/lapsus#fr
Usage standard	pratique d’une langue conforme à l’emploi préconisé par des organismes et ouvrages se considérant comme référence voir comme garant d’une norme prescriptive, se voulant dénué de tout accent régional, régionalisme ou autre élément de langagier que cette référence juge comme particularisme. Cette conception du langage peut aussi bien intervenir dans l’élaboration de la ligne éditoriale d’un ouvrage lexicographique que celle de programmes pédagogiques d’acquisition du langage. Il ne doit pas être confondu avec l’usage avéré, dont la multiplicité des pratiques demeure difficilement analysable, dépend de chaque emploi _ad hoc_ des usagers en situation, et qui constitue donc au mieux un point d’arbitrage plus ou moins pris en compte dans de telles standardisations. L’emploi au singulier, fort courant, aura aussi tendance à masquer la réalité socio-linguistique beaucoup plus nuancée de ce concept, les aires linguistiques et géopolitiques ne se recoupant que marginalement, laissant de larges latitudes à des politiques linguistiques divergentes et donc à des standardisations plus ou moins concurrentes. Cette conception de la langue trouve donc sans surprise des critiques, tant parmi les locutaires dont elle conteste potentiellement l’usage spontané, que parmi les linguistes. → voir [Liste des articles Wikipédia relatifs à des langues pour lesquels existent au moins un standard](https://fr.wikipedia.org/wiki/Catégorie:Langue%20standard).	https://fr.wiktionary.org/wiki/usage_standard
Valence	Nombre d’[actants](https://fr.wiktionary.org/wiki/actant#fr) qu’un terme (le plus souvent verbe) peut recevoir.	https://fr.wiktionary.org/wiki/valence
Verbe	Mot qui décrit une action. Par exemple, [_jouer_](https://fr.wiktionary.org/wiki/jouer), [_rire_](https://fr.wiktionary.org/wiki/rire), [_aimer_](https://fr.wiktionary.org/wiki/aimer), [_pleuvoir_](https://fr.wiktionary.org/wiki/pleuvoir) et [_prendre_](https://fr.wiktionary.org/wiki/prendre) sont des verbes en français.	https://fr.wiktionary.org/wiki/verbe
Vieux	[Vieux](https://fr.wiktionary.org/wiki/vieux), [vieilli](https://fr.wiktionary.org/wiki/vieilli) : Mot ou expression qui n’est presque plus utilisée dans ce sens mais encore d’usage. À distinguer de [_désuet_](#désuet) lorsqu’il n’est plus du tout utilisé et [_archaïsme_](#archaïsme) lorsque le système de la langue a changé ou lorsque le terme désigne une réalité qui n’est plus.	https://fr.wiktionary.org/wiki/vieux
Vocatif	Dans certaines langues à déclinaisons, cas qui indique que l’on appelle quelqu’un directement. Dans la phrase latine _Tu quoque, fili !_ (« Toi aussi, mon fils ! »), _fili_ est le vocatif de [_filius_](https://fr.wiktionary.org/wiki/filius#la) (« fils »).	https://fr.wiktionary.org/wiki/vocatif
Vulgaire	Manière de s’exprimer usuel d’une majorité des membres d’une communauté, en dehors des cadres spécifiques où les us et coutumes incite à moduler le registre employé.	https://fr.wiktionary.org/wiki/vulgaire
Vulgaire	qualifie une expression qui transgresse les normes de politesse, qui est grossier et instille une dimension choquante à l’énoncé par sa rudesse.	https://fr.wiktionary.org/wiki/vulgaire
Vulgarité	qualité de ce qui ce rattache à un phénomène vulgaire.	https://fr.wiktionary.org/wiki/vulgarité
X-SAMPA	Alphabet phonétique analogue à l’[API](#A), mais n’utilisant que des caractères ASCII. N’est guère employé sur le Wiktionnaire, cependant, pour l’afficher à la place de l’API, il existe un [gadget convertisseur](https://fr.wiktionary.org/wiki/Spécial:Préférences).	https://fr.wiktionary.org/wiki/X-SAMPA
Aide:Jargon	Vocabulaire utilisé dans la communauté du Wiktionnaire.	https://fr.wiktionary.org/wiki/Aide:Jargon
Jargon informatique	[Jargon informatique](https://fr.wikipedia.org/wiki/Jargon%20informatique) sur l’encyclopédie Wikipédia	https://fr.wikipedia.org/wiki/Jargon%20informatique
