WikiData QID	parent	ML_ID	label	description	wiktionary
		ML_CUSTOM_ETYMOLOGY	etymology	An account of the origin and historical development of a word.	https://en.wiktionary.org/wiki/etymology
		ML_CUSTOM_ETYMON	etymon	The source word of a given word.	https://en.wiktionary.org/wiki/etymon
		ML_CUSTOM_EXCESSIVE-SPELLING	excessive spelling	In languages with [matres lectionis](https://en.wiktionary.org/wiki/mater_lectionis) ([consonant](#consonant) letters representing [vowels](#vowel)), a [plene spelling](#plene_spelling) form that includes more of those additional letters that the standard spelling prescribes. The extreme opposite of [defective spelling](#defective_spelling).	
		ML_CUSTOM_EXCRESCENT	excrescent	A sound in a word without [etymological](#etymology) reason, added for articulatory purposes.	https://en.wiktionary.org/wiki/excrescent
		ML_CUSTOM_EXOCENTRIC-COMPOUND	exocentric compound	A [nominal](#nominal) [compound](#compound) in which one part modifies the other and neither part alone conveys the intended meaning. An example in English is "[houndstooth](https://en.wiktionary.org/wiki/houndstooth)" (i.e. "resembling a hound's tooth"; neither component refers to fabric). Also known as a _[_bahuvrihi_](#bahuvrihi) [_compound_](#compound)_. / Contrast [endocentric](#endocentric) (with its subtypes [determinative](#determinative) and [descriptive](#descriptive)) and [coordinative](#coordinative).	https://en.wiktionary.org/wiki/exocentric, https://en.wiktionary.org/wiki/compound
		ML_CUSTOM_EXONYM	exonym	A name for a place, people or language used by foreigners instead of the native-language version (the [endonym](#endonym)).	https://en.wiktionary.org/wiki/exonym
		ML_CUSTOM_EXPLETIVE	expletive	A [vulgar](#vulgar) term, an [intensifier](#intensifier), or a word without meaning added to fill a syntactic position.	https://en.wiktionary.org/wiki/expletive
		ML_CUSTOM_EXPLETIVE-INFIXATION	expletive infixation	[Tmesis](#tmesis) accompanied by insertion of an expletive or invective between the divided parts, e.g., [abso-bloody-lutely](https://en.wiktionary.org/wiki/abso-bloody-lutely).	https://en.wiktionary.org/wiki/infixation
		ML_CUSTOM_EXPRESSIVE-TERM	expressive term	A term with additional expressive content compared with the basic meaning of the term. This term is common in Slavic lexicography and is found in most Czech, Slovak and Polish dictionaries, but there is no exact equivalent in English lexicography. The closest equivalents might be a combination of _colloquial_ and either _endearing_ or _pejorative_, as the case may be.	https://en.wiktionary.org/wiki/expressive, https://en.wiktionary.org/wiki/term
		ML_CUSTOM_EYE-DIALECT	eye dialect	The deliberate use of misspellings to indicate that a character speaks in a colloquial, non-standard, or uneducated way, even though the misspellings indicate a standard pronunciation; the idea is that the spelling represents how the character would spell the words if they were asked to write them down.	https://en.wiktionary.org/wiki/eye_dialect
		ML_CUSTOM_EZAFE-OR-EZFE	ezafe or ezâfe	In Persian: [_اِضافِه_](https://en.wiktionary.org/wiki/%D8%A7%D8%B6%D8%A7%D9%81%D9%87#Persian) (ezâfe). The [possessive](https://en.wiktionary.org/wiki/possessive) or [genitive](https://en.wiktionary.org/wiki/genitive) construction in Persian. See also [ʾiḍāfa](https://en.wiktionary.org/wiki/%CA%BEi%E1%B8%8D%C4%81fa).	https://en.wiktionary.org/wiki/ezafe, https://en.wiktionary.org/wiki/ez%C3%A2fe
		ML_CUSTOM_F	f	_See [_feminine_](#feminine)._	
		ML_CUSTOM_FPL	fpl	[Feminine](#feminine) [plural](#plural); of feminine gender and plural number.	
		ML_POS_FACTITIVE-VERB	factitive verb	A transitive verb that is derived from an adjective or noun, and expresses the act of making someone/something have the properties (or have more of the properties) of the base adjective or noun. Examples in English include: [_shorten_](https://en.wiktionary.org/wiki/shorten#English) (make [_shorter_](https://en.wiktionary.org/wiki/shorter#English)), [_strengthen_](https://en.wiktionary.org/wiki/strengthen#English) (make [_stronger_](https://en.wiktionary.org/wiki/stronger#English)) and [_enslave_](https://en.wiktionary.org/wiki/enslave#English) (make a [_slave_](https://en.wiktionary.org/wiki/slave#English) of). / Compare [**causative verbs**](#causative), which are similar but are derived from other verbs. (Not to be confused with [factive](https://en.wiktionary.org/wiki/factive) verbs.)	https://en.wiktionary.org/wiki/factitive
		ML_CUSTOM_FALSE-COGNATE	false cognate	A word in a language that bears a [phonetic](https://en.wiktionary.org/wiki/phonetic) and [semantic](https://en.wiktionary.org/wiki/semantic) resemblance to a word in another or the same language but is not [etymologically](https://en.wiktionary.org/wiki/etymology) related to it and thus not a true [cognate](#cognate). Examples include English [_day_](https://en.wiktionary.org/wiki/day#English) and Portuguese [_dia_](https://en.wiktionary.org/wiki/dia#Portuguese); English [_dog_](https://en.wiktionary.org/wiki/dog#English) and Mbabaram [_dog_](https://en.wiktionary.org/wiki/dog#Mbabaram); German [_Feuer_](https://en.wiktionary.org/wiki/Feuer#German) and French [_feu_](https://en.wiktionary.org/wiki/feu#French) (both meaning “fire”); Malay [_dua_](https://en.wiktionary.org/wiki/dua#Malay) and Sanskrit [_द्व_](https://en.wiktionary.org/wiki/%E0%A4%A6%E0%A5%8D%E0%A4%B5#Sanskrit) (dva) (both meaning “two”). / Compare [**false friend**](#false_friend).	https://en.wiktionary.org/wiki/false_cognate
		ML_CUSTOM_FALSE-FRIEND	false friend	A word in a language that bears a phonetic resemblance to a word in another language, often because of a common etymology, but has a different meaning. Examples include English [_parent_](https://en.wiktionary.org/wiki/parent#English) and Portuguese [_parente_](https://en.wiktionary.org/wiki/parente#Portuguese) (“relative”); English [_embarrassed_](https://en.wiktionary.org/wiki/embarrassed#English) and Spanish [_embarazada_](https://en.wiktionary.org/wiki/embarazada#Spanish) (“pregnant”). / Compare [**false cognate**](#false_cognate).	https://en.wiktionary.org/wiki/false_friend
		ML_CUSTOM_FAMILIAR	familiar	Describes a context where those conversing, through speech or written word, are well acquainted with one another and in casual situations often use more [**informal**](#informal) or [**colloquial**](#colloquial) terms to communicate. Many languages have [inflections](#inflection) and [pronouns](#pronoun) dedicated specifically to forms that are familiar, in contrast with their [polite](#polite) counterparts.	https://en.wiktionary.org/wiki/familiar
		ML_CUSTOM_FIGURATIVE	figurative	Not [literal](#literal). Of [figures of speech](https://en.wiktionary.org/wiki/figure_of_speech), words or expressions used as [metaphors](#metaphorical) or [similes](#simile), e.g. saying that a greedy person is a pig or is like a pig, or as [metonyms](#metonym), e.g. using [_crown_](https://en.wiktionary.org/wiki/crown#English) to refer to the monarchy.	https://en.wiktionary.org/wiki/figurative
		ML_MORPH-VALUE_FIRST-PERSON	first person	A [grammatical person](#person) that indicates the speaker him/her/itself, or a group to which the speaker belongs. Examples are the English pronouns [_I_](https://en.wiktionary.org/wiki/I#English) and [_we_](https://en.wiktionary.org/wiki/we#English).	https://en.wiktionary.org/wiki/first_person, https://en.wiktionary.org/wiki/1st_person
		ML_CUSTOM_FL	fl.	[Floruit](https://en.wiktionary.org/wiki/floruit) (Latin for "he/she flourished"). Used when the exact dates of a person's birth and death are unknown to denote a date or period during which the person was known to have been alive or active.	https://en.wiktionary.org/wiki/fl.
		ML_CUSTOM_FOCUS	focus	An adverb that indicates focus within the sentence.	https://en.wiktionary.org/wiki/focus
		ML_CUSTOM_FOLK-ETYMOLOGY	folk etymology	Re-interpretation of the form or meaning of an archaic, foreign, or otherwise unfamiliar word as resembling more familiar words or morphemes. Compare [**reanalysis**](#reanalysis).	https://en.wiktionary.org/wiki/folk_etymology
		ML_CUSTOM_FORMAL	formal	Describes word choice and [syntax](https://en.wiktionary.org/wiki/syntax) which is appropriate mainly in formal contexts, such as in official or legal documents, essays, and sometimes when talking with one's superiors or elders. [**Informal**](#informal) terms, frequently those that originate through casual speech ([**colloquial**](#colloquial)), are often inappropriate in formal contexts. See also [_higher register_](#higher_register).	https://en.wiktionary.org/wiki/formal
		ML_CUSTOM_FOSSIL-WORD	fossil word	A word that is broadly [obsolete](#obsolete), but remains in currency because it is contained within an [idiom](#idiom) that is still in use; a word that has been _[_fossilized_](#fossilize)_.	https://en.wiktionary.org/wiki/fossil_word
		ML_CUSTOM_FOSSILISATION	fossilisation	The process by which a word, [morpheme](#morpheme) or [feature](https://en.wiktionary.org/wiki/feature) of a language ceases to have independent function but is retained as a fixed component of something else within the language, becoming a "[fossil](https://en.wiktionary.org/wiki/fossil)". An example of a fossil element in English is the plural [_-en_](https://en.wiktionary.org/wiki/-en#English:_plural_noun) in some words such as [_children_](https://en.wiktionary.org/wiki/children#English), [_brethren_](https://en.wiktionary.org/wiki/brethren#English) and [_oxen_](https://en.wiktionary.org/wiki/oxen#English); this suffix formerly applied to a much broader class of nouns. For instances of fossilization that appear as standalone [words](#words), see _[_fossil word_](#fossil_word)_ above. Compare un-[_productive_](#productive). Related to [diachrony](#diachrony) and [synchrony](#synchrony).	https://en.wiktionary.org/wiki/fossilisation, https://en.wiktionary.org/wiki/fossilization
		ML_CUSTOM_FREQUENTATIVE	frequentative	Expressing [repetition](https://en.wiktionary.org/wiki/repetition) of an action.	https://en.wiktionary.org/wiki/frequentative
		ML_CUSTOM_FREE-STATE	free state	In [Berber languages](https://en.wiktionary.org/wiki/Category:Berber_languages), a grammatical [case](#case) or [state](#state) of the [noun](#noun), representing the [unmarked](#unmarked) or citation form. The free state appears in [metalinguistic](#metalinguistic) contexts, in [topicalized](#topicalization) (emphasized) positions, in [predicative](#predicative) function, and as the [direct object](#direct_object) of a [verb](#verb). Also called [**absolute state**](#absolute_state). / Contrast [_annexed state_](#annexed_state).	https://en.wiktionary.org/wiki/free_state
		ML_CUSTOM_FRICATIVE	fricative	A [consonant](#consonant) sound produced by air flowing through a constriction in the mouth, and typically producing a sibilant, hissing, buzzing or otherwise "rough" quality. In English, there are fricatives that are [voiceless](#voiceless) /f/, /s/, /ʃ/, /θ/ (as in the final sounds of _buff_, _bus_, _bash_ and _bath_), and there are corresponding [voiced](#voiced) sounds /v/, /z/, /ʒ/, /ð/ (as in the final sounds of _above_, _buzz_, _beige_ and _bathe_). Fricatives are distinguished from [plosives](#plosive), in which the air is blocked completely for a short period of time, and [approximants](#approximant), in which the air is not constricted enough to cause the characteristic rough sound of a fricative.	https://en.wiktionary.org/wiki/fricative
		ML_PHONOLOGY_FRONT-VOWEL	front vowel	A [vowel](#vowel) produced in the front of the mouth. In English, the front vowels are /æ/, /ɛ/, /eɪ/, /ɪ/, /i/ (as in the vowels of _bat_, _bet_, _bait_, _bit_, and _beat_ respectively). / Contrasts to a [back vowel](#back_vowel).	https://en.wiktionary.org/wiki/front_vowel
		ML_CUSTOM_FUTURE-PERFECT	future perfect	A [tense](#tense) that expresses action completed at some time in the future but before another action or time in the future; in English it is formed by use of _will have_ (or _shall have_) and the [past](#past) [participle](#participle).	https://en.wiktionary.org/wiki/future_perfect
		ML_CUSTOM_GEMINATION	gemination	A phenomenon when a [consonant](#consonant) is pronounced for an audibly longer period of time than is done normally.	https://en.wiktionary.org/wiki/gemination
		ML_MORPH-VALUE_GENDER	gender	A way of classifying [nouns](#noun) in some languages. In such languages, each noun has a specific gender (often determined by its meaning and/or form), and other words (especially [adjectives](#adjective) and [pronouns](#pronouns)) will often change form to agree with the noun's gender. See also [noun class](#noun_class).	https://en.wiktionary.org/wiki/gender
		ML_MORPH-VALUE_GENDER-NEUTRAL	gender-neutral	Of language constructs, not indicating or restricted by gender, and thus applicable to those of any gender and to those of no gender.	https://en.wiktionary.org/wiki/gender-neutral
		ML_CUSTOM_GENERICIZED-TRADEMARK	genericized trademark	A successful brand name or trademark that has come to refer to the generic class of objects rather than the specific brand type. The inclusion of such a term in a dictionary reflects a [descriptive](#description) fact about how speakers use the language, but it does not control or inhibit a trademark owner's legal rights to defend the trademark's protected status, which is determined only through legal and judicial means. ([See usage notes](https://en.wiktionary.org/wiki/genericized_trademark#Usage_notes).)	https://en.wiktionary.org/wiki/genericized_trademark
		ML_MORPH-VALUE_GENITIVE-CASE	genitive case	A [case](#case) that expresses possession or relation, equivalent to the English [_of_](https://en.wiktionary.org/wiki/of#English) or [_-'s_](https://en.wiktionary.org/wiki/-%27s#English).	https://en.wiktionary.org/wiki/genitive_case
		ML_CUSTOM_GHOST-WORD	ghost word	A [fictitious](https://en.wiktionary.org/wiki/fictitious) or [erroneous](https://en.wiktionary.org/wiki/erroneous) word, originally meaningless (not used in practice), that has been published in a dictionary or similarly authoritative reference work or otherwise listed as genuine, generally as the result of misinterpretation, misreading, or typographical error, but occasionally intentionally as a [fictitious entry](https://en.wikipedia.org/wiki/fictitious_entry).	https://en.wiktionary.org/wiki/ghost_word
		ML_CUSTOM_GLIDE	glide	An [approximant](#approximant) [consonant](#consonant), such as /j/ or /w/, that is the consonantal equivalent of a vowel (respectively, /i/ and /u/ in the cases just given) and often alternates with that vowel in different phonological contexts. Also termed a _semivowel_.	https://en.wiktionary.org/wiki/glide
		ML_CUSTOM_GLOTTAL-STOP	glottal stop	A [stop](#stop) [consonant](#consonant) (i.e. [plosive](#plosive)), denoted /ʔ/, produced by blocking the flow of air in the throat without producing any [articulation](#articulation) further forward in the mouth. Glottal stops are not [phonemes](#phoneme) in English but occur frequently in interjections such as [uh-oh](https://en.wiktionary.org/wiki/uh-oh) (pronounced [ˈʔʌˈʔoʊ] or similar) and at the beginning words starting with a vowel, particularly either after a pause or (in [rhotic accents](https://en.wikipedia.org/wiki/rhotic_accent) such as [American English](https://en.wikipedia.org/wiki/American_English)) after a word ending in a vowel. Glottal stops occur as phonemes in many languages, such as [Arabic](https://en.wikipedia.org/wiki/Arabic_language) and [Hawaiian](https://en.wikipedia.org/wiki/Hawaiian_language).	https://en.wiktionary.org/wiki/glottal_stop
		ML_CUSTOM_GOVERNMENT	government	A grammatical requirement that a word or sense imposes on its dependent words. With _case government_, the dependent word must be inflected in a particular [grammatical case](#case). For example, the Latin preposition [_ex_](https://en.wiktionary.org/wiki/ex#Latin) (“out of”) governs the ablative (requires that the complement is inflected in the ablative case). Also called _rection_.	https://en.wiktionary.org/wiki/government
		ML_MORPH-VALUE_GRAMMATICAL-NUMBER	grammatical number	_See [_number_](#number)._	
		ML_MORPH-VALUE_GRAMMATICAL-PERSON	grammatical person	_See [_person_](#person)._	
		ML_PHONOLOGY_GRAVE-ACCENT	grave accent	A [diacritic](#diacritic) mark ( ` ) used in many languages to distinguish the pronunciations of [vowels](#vowel).	https://en.wiktionary.org/wiki/grave_accent
		ML_CUSTOM_HABITUAL	habitual	A verbal [aspect](#aspect) specifying an action as occurring habitually: the subject performs the action usually, ordinarily, or customarily. Also called [**consuetudinal**](https://en.wiktionary.org/wiki/consuetudinal).	https://en.wiktionary.org/wiki/habitual
		ML_CUSTOM_HAPAX-LEGOMENON	hapax legomenon	In [corpus linguistics](https://en.wiktionary.org/wiki/corpus_linguistics), a word that occurs only once within a given [corpus](#corpus), either in the written record of an entire language, in the works of an author, or in a single text.	https://en.wiktionary.org/wiki/hapax_legomenon, https://en.wiktionary.org/wiki/hapax
		ML_CUSTOM_HAPLOLOGY	haplology	The [elision](#elision) or [deletion](#deletion) of a part of a word (a sequence of [phonemes](#phoneme), or a series of letters) that is repeated (either exactly or with slight change). An example of haplological pronunciation is the UK English pronunciation of [_library_](https://en.wiktionary.org/wiki/library#English) as if spelled _libry_, where the sequence of [phonemes](#phoneme) /ɹəɹ/ is shortened to /ɹ/. An example of haplology relating to spelling is [_symbology_](https://en.wiktionary.org/wiki/symbology#English), from [_symbol_](https://en.wiktionary.org/wiki/symbol#English) +‎ [_-ology_](https://en.wiktionary.org/wiki/-ology#English), where the sequence _olol_ is shortened to _ol_. / Contrast with [reduplication](#reduplication), the repetition of a part of a word.	https://en.wiktionary.org/wiki/haplology
		ML_CUSTOM_HEDGE	hedge	In [pragmatics](https://en.wiktionary.org/wiki/pragmatics), a term (word, phrase, or clause) used to lessen the force of an utterance: for instance, to avoid giving insult or bragging about one's knowledge.	https://en.wiktionary.org/wiki/hedge
		ML_CUSTOM_HIATUS	hiatus	A syllable break between two vowels, without an intervening consonant. In some languages (e.g. many [Polynesian languages](https://en.wikipedia.org/wiki/Polynesian_languages)), hiatuses within a word are very common, but many languages (e.g. many [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages)) discourage or outright prohibit them. Hiatuses across a word boundary are often avoided either by insertion of a consonant, such as a [glottal stop](#glottal_stop) (/ʔ/), a [glide](#glide) (e.g. /j/ or /w/), or less commonly some other consonant (e.g. in [non-rhotic](https://en.wikipedia.org/wiki/non-rhotic) varieties of English the so-called [intrusive R](https://en.wikipedia.org/wiki/intrusive_R), as in [_law-r-and order_](https://en.wiktionary.org/wiki/law_and_order#English) or [_Maya-r-Angelou_](https://en.wikipedia.org/wiki/Maya_Angelou)); or by [elision](#elision) of one of the two vowels, conversion of a vowel into a [glide](#glide), or [assimilation](#assimilation) of the two vowels into a single [long vowel](#long_vowel), as in the well-known [sandhi](#sandhi) phenomena of [Sanskit](https://en.wikipedia.org/wiki/Sanskit).	https://en.wiktionary.org/wiki/hiatus
		ML_CUSTOM_HIGHER-REGISTER	higher register	Belonging to the higher linguistic [register](#register), meaning that it might be used when the speaker wishes to sound refined or educated, in [formal](#formal) situations, or when writing. Such terms are usually less common or known and are not used in everyday speech. See also [_literary_](#literary) which is a sub-category.	https://en.wiktionary.org/wiki/higher
		ML_CUSTOM_HISTORICAL	historical	Describing an _object_ or _concept_ which is no longer extant or current; for example, [_Czechoslovakia_](https://en.wiktionary.org/wiki/Czechoslovakia#English), [_stomacher_](https://en.wiktionary.org/wiki/stomacher#English), or [_phlogiston_](https://en.wiktionary.org/wiki/phlogiston#English). Distinguish: a _historical_ term is still in use but refers to a thing no longer in current use; an [_obsolete_](#obsolete) term is no longer in use, while the thing it once referred to may or may not exist. Whereas an [archaic](#archaic) term names a still-extant thing or non-outdated concept, a historical term names a former thing or outdated concept.	https://en.wiktionary.org/wiki/historical
		ML_CUSTOM_HOLONYM	holonym	A term describing something that is formed by other smaller, somehow combined or related things. For example, [_tree_](https://en.wiktionary.org/wiki/tree#English) is a holonym of [_leaf_](https://en.wiktionary.org/wiki/leaf#English); [_body_](https://en.wiktionary.org/wiki/body#English) is a holonym of [_arm_](https://en.wiktionary.org/wiki/arm#English); [_Canada_](https://en.wiktionary.org/wiki/Canada#English) is a holonym of [_British Columbia_](https://en.wiktionary.org/wiki/British_Columbia#English), etc. The opposite of holonym, which describes things that are _part_ of a whole, is called [_meronym_](#meronym).	https://en.wiktionary.org/wiki/holonym
		ML_CUSTOM_HOMOGRAPH	homograph	A word that is spelled the same as another word, usually having a different [etymology](#etymology).	https://en.wiktionary.org/wiki/homograph
		ML_CUSTOM_HOMONYM	homonym	A word which is spelled and pronounced the same as another word, but differs in meaning.	https://en.wiktionary.org/wiki/homonym
		ML_CUSTOM_HOMOPHONE	homophone	A word which is pronounced the same as another word but differs in spelling, meaning or origin.	https://en.wiktionary.org/wiki/homophone
		ML_CUSTOM_HORTATIVE	hortative	A verbal construction (in some languages expressed with a dedicated grammatical mood) whereby a speaker encourages an action on the part of his own group; the hortative is for the first person plural what the [imperative](#imperative) is to the second person.	https://en.wiktionary.org/wiki/hortative
		ML_CUSTOM_HOT-WORD	hot word	A newly coined term, or newly adopted sense of an existing term, that has become very popular in a short time. It is kept provisionally as it is likely to remain in usage, even though it would otherwise fail the "spanning at least one year" requirement of Wiktionary's [criteria for inclusion](https://en.wiktionary.org/wiki/Wiktionary:Criteria_for_inclusion#Spanning_at_least_a_year).	https://en.wiktionary.org/wiki/hot
		ML_CUSTOM_HUMOROUS	humorous	A word, term, or phrase that is uttered [in jest](https://en.wiktionary.org/wiki/in_jest) ([jocularly](https://en.wiktionary.org/wiki/jocular)) or that originated in that way.	https://en.wiktionary.org/wiki/humorous
		ML_CUSTOM_HYPERCORRECT	hypercorrect	Incorrect because of the misapplication of a standard rule; for example, [_octopi_](https://en.wiktionary.org/wiki/octopi#English) used as the plural form of [_octopus_](https://en.wiktionary.org/wiki/octopus#English) is hypercorrect because [_-us_](https://en.wiktionary.org/wiki/-us#Latin) → [_-i_](https://en.wiktionary.org/wiki/-i#Latin) is the rule for forming plurals of [originally-masculine nouns of the Latin second declension](https://en.wiktionary.org/wiki/Appendix:Latin_second_declension#Examples), whereas _octopus_ actually derives from Ancient Greek and has the plural form [_octopodes_](https://en.wiktionary.org/wiki/octopodes#English) consistent with its etymology.	https://en.wiktionary.org/wiki/hypercorrect
		ML_CUSTOM_HYPERFOREIGN	hyperforeign	Incorrectly applying foreign reading rules, such as in pronouncing the "j" in [Taj Mahal](https://en.wiktionary.org/wiki/Taj_Mahal) with [ʒ] rather than [dʒ], pronouncing [Beijing](https://en.wiktionary.org/wiki/Beijing) with [ʒ] rather than [dʒ], or dropping the [t] in [claret](https://en.wiktionary.org/wiki/claret).	https://en.wiktionary.org/wiki/hyperforeign
		ML_CUSTOM_HYPERNYM-OR-HYPERONYM	hypernym or hyperonym	A term indicating a [category](https://en.wiktionary.org/wiki/category) another term is part of, informally called “blanket” or “umbrella” term. For example, [_animal_](https://en.wiktionary.org/wiki/animal#English) is a hypernym of [_bird_](https://en.wiktionary.org/wiki/bird#English), which is in turn a hypernym of [_eagle_](https://en.wiktionary.org/wiki/eagle#English). The opposite of hypernym, which indicates terms pertaining to a category, is [_hyponym_](#hyponym).	https://en.wiktionary.org/wiki/hypernym, https://en.wiktionary.org/wiki/hyperonym
		ML_CUSTOM_HYPERTHESIS	hyperthesis	A form of [metathesis](#metathesis) in which non-contiguous sounds are switched.	https://en.wiktionary.org/wiki/hyperthesis
		ML_CUSTOM_HYPHENATION	hyphenation	The splitting of a word across a line boundary, with a hyphen at the end of the first part. For example, the hyphenation of [_hyphenation_](https://en.wiktionary.org/wiki/hyphenation#English) is given as "hy‧phen‧ation" meaning that it is split across a line break as _hy-phenation_ or as _hyphen-ation_.	https://en.wiktionary.org/wiki/hyphenation
		ML_CUSTOM_HYPOCORISM	hypocorism	A term of endearment, often a [diminutive](#diminutive); a pet name; something that is smaller in a tender or affectionate sense.	https://en.wiktionary.org/wiki/hypocorism
		ML_CUSTOM_HYPONYM	hyponym	A more specific term within a category described by another term, indicating a “type-of” relationship. For instance, [_alternative rock_](https://en.wiktionary.org/wiki/alternative_rock#English) is a hyponym of [_rock_](https://en.wiktionary.org/wiki/rock#English), which in turn is a hyponym of '[_music_](https://en.wiktionary.org/wiki/music#English). The opposite of hyponym, which describes larger categories, is [hypernym](#hypernym).	https://en.wiktionary.org/wiki/hyponym
		ML_CUSTOM_IFA	ʾiḍāfa	The [possessive](https://en.wiktionary.org/wiki/possessive) or [genitive](https://en.wiktionary.org/wiki/genitive) construction in Arabic. See also [ezafe](#ezafe) and [izafet](#izafet).	https://en.wiktionary.org/wiki/%CA%BEi%E1%B8%8D%C4%81fa, https://en.wiktionary.org/wiki/%D8%A5%D8%B6%D8%A7%D9%81%D8%A9#Arabic
		ML_CUSTOM_IDEOPHONE	ideophone	A word that evokes an idea in sound, often a vivid impression of certain sensations or sensory perceptions, e.g. sound, movement, color, shape, or action. They may be more common in East Asian languages. In Chinese lexicography, such sense is usually described as _……[_的_](https://en.wiktionary.org/wiki/%E7%9A%84#Chinese)[_樣子_](https://en.wiktionary.org/wiki/%E6%A8%A3%E5%AD%90#Chinese)_ / _……[_的_](https://en.wiktionary.org/wiki/%E7%9A%84#Chinese)[_样子_](https://en.wiktionary.org/wiki/%E6%A0%B7%E5%AD%90#Chinese)_ or ……[_貌_](https://en.wiktionary.org/wiki/%E8%B2%8C#Chinese), i.e. “the appearance of ...”. The attributive form is [ideophonic](https://en.wiktionary.org/wiki/ideophonic#English).	https://en.wiktionary.org/wiki/ideophone
		ML_CUSTOM_IDIOM	idiom	A phrase whose meaning is unapparent or unobvious from the individual words that make it up, such as [_beat around the bush_](https://en.wiktionary.org/wiki/beat_around_the_bush#English) (“avoid an uncomfortable topic”), [_come a cropper_](https://en.wiktionary.org/wiki/come_a_cropper#English) (“suffer misfortune”), or [_pay through the nose_](https://en.wiktionary.org/wiki/pay_through_the_nose#English) (“pay an unusually large amount”). Idioms are often, but not always [_set phrases_](#set_phrase), and are usually distinct from [_proverbs_](#proverb).	https://en.wiktionary.org/wiki/idiom
		ML_CUSTOM_IDIOMATIC	idiomatic	Pertaining or conforming to the mode of expression characteristic of a language. Idioms, [collocations](https://en.wiktionary.org/wiki/collocation), and [modal verbs](https://en.wiktionary.org/wiki/modal_verb) are examples of idiomatic language.	https://en.wiktionary.org/wiki/idiomatic
		ML_CUSTOM_IMITATIVE	imitative	[Imitating](https://en.wiktionary.org/wiki/imitate) or [representing](https://en.wiktionary.org/wiki/represent) the [sound](https://en.wiktionary.org/wiki/sound#Noun) of something. (The main class of examples is the [onomatopoeic](#onomatopoeic) ones.)	https://en.wiktionary.org/wiki/imitative
		ML_CUSTOM_IMPARISYLLABIC	imparisyllabic	A word with one or more inflections with more syllables than the lemma form. For example: the Greek [_μπακάλης_](https://en.wiktionary.org/wiki/%CE%BC%CF%80%CE%B1%CE%BA%CE%AC%CE%BB%CE%B7%CF%82#Greek) (bakális, “grocer”) and [_μπακάληδες_](https://en.wiktionary.org/wiki/%CE%BC%CF%80%CE%B1%CE%BA%CE%AC%CE%BB%CE%B7%CE%B4%CE%B5%CF%82#Greek) (bakálides, “grocers”) and the Latin [_mens_](https://en.wiktionary.org/wiki/mens#Latin) (“mind”) and [_mentis_](https://en.wiktionary.org/wiki/mentis#Latin) (“minds”) (compare [parisyllabic](#parisyllabic)).	https://en.wiktionary.org/wiki/imparisyllabic
		ML_CUSTOM_IMPERATIVE-MOOD	imperative mood	The [mood](#mood) of a [verb](#verb) expressing an order or command. An English example is the command _go!_ Commands can also be, and often are, [polite](#polite), such as _please go downstairs_. In many languages imperative [inflections](#inflection) are the same as or similar to [subjunctive](#subjunctive) ones, reflecting the shared trait of non-[indicative](#indicative) nature: yet-[unrealized](https://en.wiktionary.org/wiki/unrealized) ideas.	https://en.wiktionary.org/wiki/imperative_mood
		ML_CUSTOM_IMPERFECT	imperfect	The [imperfective past](#imperfective_past) tense of a verb, indicating that the action described happened repeatedly, habitually or continuously.	https://en.wiktionary.org/wiki/imperfect
		ML_CUSTOM_IMPERFECTIVE	imperfective	An [aspect](#aspect) of the [verb](https://en.wiktionary.org/wiki/verb) which denotes an action or condition that does not have a fixed temporal boundary, but is [habitual](https://en.wiktionary.org/wiki/habitual), [unfinished](https://en.wiktionary.org/wiki/unfinished), [continuous](https://en.wiktionary.org/wiki/continuous), [repetitive](https://en.wiktionary.org/wiki/repetitive) or [in progress](https://en.wiktionary.org/wiki/in_progress). Common in [Slavic languages](https://en.wikipedia.org/wiki/Slavic_languages) such as Russian. / Contrast [_perfective_](#perfective).	https://en.wiktionary.org/wiki/imperfective
		ML_CUSTOM_IMPERFECTIVE-PAST	imperfective past	A verb form of [imperfective](#imperfective) [aspect](#aspect) and [past](#past) [tense](#tense), which is used to describe an action or event which was happening habitually, continuously or repeatedly in the past, as in “Tom was painting the fence” or “Tom used to paint the fence.”	
		ML_MORPH-VALUE_IMPERSONAL	impersonal	A lack of [grammatical person](#person) altogether, or an indefinite/undefined person. An example is the English pronoun [_one_](https://en.wiktionary.org/wiki/one#English). See also [impersonal verbs](#impersonal_verb).	https://en.wiktionary.org/wiki/impersonal
